name_canon,date,P_mm,ET0_1d_mm,P_minus_ET0_1d_mm,P_minus_ET0_1d_mm_7d,P_minus_ET0_1d_mm_14d,P_minus_ET0_1d_mm_30d
La Divisa_z_06,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
La Divisa_z_07,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
La Divisa_z_08,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Pasto_viejo_z_2,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Pasto_viejo_z_3,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Pasto_viejo_z_4,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Pasto_viejo_z_7,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Pasto_viejo_z_8,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
La Divisa_z_03,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Guasimal_02,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Guasimal_04,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Guasimal_05,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Guasimal_06,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Guasimal_07,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Guasimal_08,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Guasimal_14,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
La Divisa_02,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
La Divisa_04,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
La Divisa_06,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
La Divisa_07,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
La Divisa_08,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Pasto_viejo_2,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Pasto_viejo_3,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Pasto_viejo_4,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Pasto_viejo_6,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Pasto_viejo_7,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Pasto_viejo_8,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
La Divisa_03,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Guasimal_03,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Guasimal_13,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
La Divisa_01,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Enfermeria,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Guasimal_11,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Guasimal_12,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Guasimal_09,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Guasimal_10,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
La Divisa_09_B,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Pasto_viejo_1,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
La Divisa_09,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
La Divisa_10,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
La Divisa_11,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Guasimal_01,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Guasimal_15,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
La Divisa_05,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Pasto_viejo_5,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Pecho_de_paloma_01,2025-01-01,0.0,8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845,-8.591800928115845
Guasimal_z_01,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_z_03,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_z_04,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_z_05,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_z_06,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_z_07,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_z_11,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_z_12,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_z_04,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Pasto_viejo_z_6,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_z_02,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_z_08,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_z_14,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_z_01,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_z_02,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_z_06,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_z_07,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_z_08,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Pasto_viejo_z_2,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Pasto_viejo_z_3,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Pasto_viejo_z_4,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Pasto_viejo_z_7,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Pasto_viejo_z_8,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_z_03,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_02,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_04,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_05,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_06,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_07,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_08,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_14,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_02,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_04,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_06,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_07,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_08,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Pasto_viejo_2,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Pasto_viejo_3,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Pasto_viejo_4,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Pasto_viejo_6,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Pasto_viejo_7,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Pasto_viejo_8,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_03,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_03,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_13,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_01,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Enfermeria,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_11,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_12,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_09,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_10,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_09_B,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Pasto_viejo_1,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_09,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_10,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_11,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_01,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_15,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
La Divisa_05,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Pasto_viejo_5,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Pecho_de_paloma_01,2025-01-02,11.024865410544656,6.459034979343414,4.565830431201241,-4.025970496914604,-4.025970496914604,-4.025970496914604
Guasimal_z_01,2025-01-03,12.36669297651811,4.460662603378296,7.9060303731398145,3.8800598762252116,3.8800598762252116,3.8800598762252116
Guasimal_z_03,2025-01-03,12.36669297651811,4.460662603378296,7.9060303731398145,3.8800598762252116,3.8800598762252116,3.8800598762252116
Guasimal_z_04,2025-01-03,12.36669297651811,4.460662603378296,7.9060303731398145,3.8800598762252116,3.8800598762252116,3.8800598762252116
Guasimal_z_05,2025-01-03,12.36669297651811,4.460662603378296,7.9060303731398145,3.8800598762252116,3.8800598762252116,3.8800598762252116
Guasimal_z_06,2025-01-03,12.36669297651811,4.460662603378296,7.9060303731398145,3.8800598762252116,3.8800598762252116,3.8800598762252116
Guasimal_z_07,2025-01-03,12.36669297651811,4.460662603378296,7.9060303731398145,3.8800598762252116,3.8800598762252116,3.8800598762252116
Guasimal_z_11,2025-01-03,12.36669297651811,4.460662603378296,7.9060303731398145,3.8800598762252116,3.8800598762252116,3.8800598762252116
Guasimal_z_12,2025-01-03,12.36669297651811,4.460662603378296,7.9060303731398145,3.8800598762252116,3.8800598762252116,3.8800598762252116
La Divisa_z_04,2025-01-03,12.36669297651811,4.460662603378296,7.9060303731398145,3.8800598762252116,3.8800598762252116,3.8800598762252116
Pasto_viejo_z_6,2025-01-03,12.36669297651811,4.460662603378296,7.9060303731398145,3.8800598762252116,3.8800598762252116,3.8800598762252116
Guasimal_z_02,2025-01-03,12.36669297651811,4.460662603378296,7.9060303731398145,3.8800598762252116,3.8800598762252116,3.8800598762252116
Guasimal_z_08,2025-01-03,12.36669297651811,4.460662603378296,7.9060303731398145,3.8800598762252116,3.8800598762252116,3.8800598762252116
Guasimal_z_14,2025-01-03,12.36669297651811,4.460662603378296,7.9060303731398145,3.8800598762252116,3.8800598762252116,3.8800598762252116
